standort,channel_name,counter_site_id,earliest_timestamp,latest_timestamp
Landratsamt Rems-Murr-Kreis,Backnang (Plattenwald) - Oppenweiler Straße (K1897) [Bike IN],300020139,2023-05-04 09:00:00,2024-12-01 03:00:00
Landratsamt Rems-Murr-Kreis,Backnang (Plattenwald) - Oppenweiler Straße (K1897) [Bike OUT],300020139,2023-05-04 09:00:00,2024-12-01 03:00:00
Landratsamt Rems-Murr-Kreis,Kirchberg an der Murr - Marbacher Straße (K1834)  Fahrräder IN,300020140,2021-09-21 00:00:00,2024-11-30 03:00:00
Landratsamt Rems-Murr-Kreis,Kirchberg an der Murr - Marbacher Straße (K1834)  Fahrräder OUT,300020140,2021-09-21 00:00:00,2024-11-30 03:00:00
Landratsamt Rems-Murr-Kreis,Weinstadt (Beutelsbach) - Schorndorfer Straße - K1866 Fahrräder IN,300020143,2021-09-22 00:00:00,2024-11-30 03:00:00
Landratsamt Rems-Murr-Kreis,Weinstadt (Beutelsbach) - Schorndorfer Straße - K1866 Fahrräder OUT,300020143,2021-09-22 00:00:00,2024-11-30 03:00:00
Landratsamt Rems-Murr-Kreis,Korb (K1912) Fahrräder IN,300029573,2022-12-13 00:00:00,2024-11-30 04:00:00
Landratsamt Rems-Murr-Kreis,Korb (K1912) Fahrräder OUT,300029573,2022-12-13 00:00:00,2024-11-30 04:00:00
Landratsamt Rems-Murr-Kreis,Urbach - Schorndorf (K 1881) Fahrräder IN,300029574,2022-12-13 00:00:00,2024-12-01 02:00:00
Landratsamt Rems-Murr-Kreis,Urbach - Schorndorf (K 1881) Fahrräder OUT,300029574,2022-12-13 00:00:00,2024-12-01 02:00:00
Landratsamt Rems-Murr-Kreis,Hohnweiler - Oberweissach (K 1838) Fahrräder IN,300029583,2022-12-16 00:00:00,2024-11-30 05:00:00
Landratsamt Rems-Murr-Kreis,Hohnweiler - Oberweissach (K 1838) Fahrräder OUT,300029583,2022-12-16 00:00:00,2024-11-30 05:00:00
Landratsamt Rems-Murr-Kreis,Unterweissach (K1907) Fahrräder IN,300029584,2022-12-16 00:00:00,2024-11-30 23:00:00
Landratsamt Rems-Murr-Kreis,Unterweissach (K1907) Fahrräder OUT,300029584,2022-12-16 00:00:00,2024-11-30 23:00:00
Landratsamt Rems-Murr-Kreis,Höfen - Hertmannsweiler (K 1851) Fahrräder IN,300029585,2022-12-16 00:00:00,2024-11-30 23:00:00
Landratsamt Rems-Murr-Kreis,Höfen - Hertmannsweiler (K 1851) Fahrräder OUT,300029585,2022-12-16 00:00:00,2024-11-30 23:00:00
Stadt Singen,Fahrradunterführung Romeiastraße Fahrräder Richtung Nord,300024049,2022-05-11 12:00:00,2024-12-01 01:00:00
Stadt Singen,Fahrradunterführung Romeiastraße Fahrräder Richtung Süd,300024049,2022-05-11 12:00:00,2024-12-01 01:00:00
